
Consulta movimento de saídas - 534 - OXIGENIO MODELO INDUSTRIA E COMERCIO DE GASES LTDA

Chave;Cliente;Nome cliente;UF;Data emissão;Documento;até documento;CFOP;Modelo;Espécie;Série;Condições;Emitente;Valor contábil;Base de ICMS;Alíq. de ICMS;Valor do ICMS;ICMS isentas;Outras ICMS;ICMS desonerado;Base de IPI;Valor do IPI;IPI isentos;IPI outros;Base S.T.;Alíq. S.T.;Valor S.T.;Cód. Receita PIS;Retenção PIS;Cód. Receita Cofins;Retenção Cofins;Cód. Receita CSLL;Ret. Contrib. Social;Cód. Receita IR;Retenção IR;Débito;Crédito;Cód. obs.;Observação;Cidade coleta merc.;Descrição;Desconto;Chave NF-e/CT-e/NFC-e/BP-e;Outros Impostos;PIS lucro real;Cofins lucro real;Número de série do MRC;Número da máquina;Valor de frete;Valor de seguro;Valor de outras despesas;Valor do FCP da UF de destino;Valor de ICMS para a UF de destino;Valor de ICMS para a UF do Remetente;Lançamento conferido;FCP S.T.;Materiais próprios;Materiais de terceiros;Subempreitadas;Valor retenção não efetuada;Valor ret. destacada das subemp.;CEI Obra;CNO;Tipo de serviço;Receita 15 anos;Valor 15 anos;Receita 20 anos;Valor 20 anos;Receita 25 anos;Valor 25 anos;Valor retenção adic. não efetuada;Base ICMS Concomitante;Alíquota ICMS Concomitante;Valor ICMS Concomitante;Usuário inclusão;Data inclusão;Hora inclusão;Tipo inclusão;Usuário alteração;Data alteração;Hora alteração;Tipo alteração;Situação do documento
549;9346679;ACP BIOENERGIA LTDA;MS;21/01/2025;21832;21832;5.103-000;55;NFe;1;Prazo;Próprio;760;760;17;129.2;0;0;0;0;0;0;760;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;O 5219 - 2|Titulos: Nro 87158/1 Venc. 18-02-2025 Valor 760.00|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REG;0;;0;'50250127479311000131550010000218321000089060;0;10.41;47.94; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:45:44;Troca global;00 - Documento regular
550;9361831;REAL LOCACOES E MONTAGENS INDUSTRIAIS LTDA;SP;21/01/2025;21834;21834;5.101-000;55;NFe;1;Prazo;Próprio;7160;7160;17;1217.2;0;0;0;0;0;0;7160;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;(PEDIDO 5112. 5144. 5145. 5170. 5179. 5222)|Titulos: Nro 87590/1 Venc. 05-02-2025 Valor 8170.00 - Nro 87590/2 Vencto 20-02-2025 Valor 8170.00|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA S;0;;0;'50250127479311000131550010000218341000089137;0;98.06;451.65; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:45:45;Troca global;00 - Documento regular
551;9361831;REAL LOCACOES E MONTAGENS INDUSTRIAIS LTDA;SP;21/01/2025;21834;21834;5.102-000;55;NFe;1;Prazo;Próprio;9180;9180;17;1560.6;0;0;0;0;0;0;9180;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;(PEDIDO 5112. 5144. 5145. 5170. 5179. 5222)|Titulos: Nro 87590/1 Venc. 05-02-2025 Valor 8170.00 - Nro 87590/2 Vencto 20-02-2025 Valor 8170.00|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA S;0;;0;'50250127479311000131550010000218341000089137;0;125.72;579.07; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:45:45;Troca global;00 - Documento regular
552;9361831;REAL LOCACOES E MONTAGENS INDUSTRIAIS LTDA;SP;21/01/2025;21835;21835;5.101-000;55;NFe;1;Prazo;Próprio;2590;2590;17;440.3;0;0;0;0;0;0;2590;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;(PEDIDOS 5115 E 5160)|Titulos: Nro 87594/1 Venc. 05-02-2025 Valor 3972.50 - Nro 87594/2 Vencto 20-02-2025 Valor 3972.50|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS;0;;0;'50250127479311000131550010000218351000089142;0;35.47;163.38; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:45:45;Troca global;00 - Documento regular
553;9361831;REAL LOCACOES E MONTAGENS INDUSTRIAIS LTDA;SP;21/01/2025;21835;21835;5.102-000;55;NFe;1;Prazo;Próprio;5355;5355;17;910.35;0;0;0;0;0;0;5355;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;(PEDIDOS 5115 E 5160)|Titulos: Nro 87594/1 Venc. 05-02-2025 Valor 3972.50 - Nro 87594/2 Vencto 20-02-2025 Valor 3972.50|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS;0;;0;'50250127479311000131550010000218351000089142;0;73.34;337.79; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:45:45;Troca global;00 - Documento regular
554;9260704;FUNDO MUNICIPAL DE SAUDE DE CAARAPO;MS;21/01/2025;21836;21836;5.101-000;55;NFe;1;Prazo;Próprio;12600;12600;17;2142;0;0;0;0;0;0;12600;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;(AUTORIZACAO DE FORNECIMENTO 1/2025) * IRRF 1.20 = 151.20 *|Titulos: Nro 87595/1 Venc. 20-02-2025 Valor 12600.00|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACO;0;;0;'50250127479311000131550010000218361000089158;0;172.56;794.81; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:45:45;Troca global;00 - Documento regular
555;9336697;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PEPITACIO;SP;21/01/2025;21837;21837;6.101-000;55;NFe;1;Prazo;Próprio;21836.4;21836.4;12;2620.37;0;0;0;0;0;0;21836.4;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;(VERBA DEP. LUIZ CLAUDIO MARCOLINO. Convenio: 001504/2024. UGE: 090196. SECRETARIA DA SAUDE - CUSTEIO MATERIAL DE CONSUMO)|Titulos: Nro 87596/1 Venc. 20-02-2025 Valor 21836.40|Local de Entrega: R ANTONIO VENANCIO LOPES. 942 - - CENTRO - PRESIDENTE EPITACI;0;;0;'50250127479311000131550010000218371000089163;0;317.06;1460.42; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:45:46;Troca global;00 - Documento regular
556;9360077;OXIGENIO RONDONOPOLIS COMERCIO DE GASES LTDA;MT;21/01/2025;21838;21838;6.920-000;55;NFe;1;Outras;Próprio;22200;0;0;0;0;22200;0;0;0;0;0;0;0;0;;0;;0;;0;0;0;;;;CILINDROS RETIRADOS EM RONDONOPOLIS A SER ENTREGUES EM CUIABA .|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA R;0;;0;'50250127479311000131550010000218381000089179;0;0;0; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;INDIAMARA;02/09/2025;16:28:49;Troca global;00 - Documento regular
557;9347539;MINERAÇÃO TOZZI JUNQUEIRA LTDA -ME;MS;22/01/2025;21839;21839;5.101-000;55;NFe;1;Prazo;Próprio;1350;1350;17;229.5;0;0;0;0;0;0;1350;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;O 3381 - 16|Titulos: Nro 87601/1 Venc. 06-02-2025 Valor 3375.00|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA R;0;;0;'50250127479311000131550010000218391000089184;0;18.49;85.16; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:45:46;Troca global;00 - Documento regular
558;9347539;MINERAÇÃO TOZZI JUNQUEIRA LTDA -ME;MS;22/01/2025;21839;21839;5.102-000;55;NFe;1;Prazo;Próprio;2025;2025;17;344.25;0;0;0;0;0;0;2025;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;O 3381 - 16|Titulos: Nro 87601/1 Venc. 06-02-2025 Valor 3375.00|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA R;0;;0;'50250127479311000131550010000218391000089184;0;27.73;127.74; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:45:46;Troca global;00 - Documento regular
559;5532;VETORIAL SIDERURGIA LTDA;MS;22/01/2025;21840;21840;5.101-000;55;NFe;1;Prazo;Próprio;44796.7;44796.7;17;7615.44;0;0;0;0;0;0;44796.7;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;(ORDEM DE COMPRA 114495)|Titulos: Nro 87645/1 Venc. 21-02-2025 Valor 44796.70|Local de Entrega: AVENIDA NELSON LIRIO. S/N - - ZONA RURAL - RIBAS DO RIO PARDO - MS|Valor Aproximado dos Tributos R$14.088.56 (31.45%) Fonte: IBPT||;0;;0;'50250127479311000131550010000218401000089193;0;613.49;2825.78; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:45:46;Troca global;00 - Documento regular
560;22907;JOAO HENRIQUE EBERHART;MS;22/01/2025;21841;21841;5.101-000;55;NFe;1;Prazo;Próprio;350;350;17;59.5;0;0;0;0;0;0;350;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;|Titulos: Nro 87648/1 Venc. 22-01-2025 Valor 350.00|Local de Entrega: FAZENDA ALVORADA. 0 - - ZONA RURAL - DOURADOS - MS|Valor Aproximado dos Tributos R$110.08 (31.45%) Fonte: IBPT||;0;;0;'50250127479311000131550010000218411000089204;0;4.79;22.08; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:45:46;Troca global;00 - Documento regular
561;9267868;UNIDAS LOCACOES E SERVICOS S/A;MS;22/01/2025;21842;21842;5.101-000;55;NFe;1;Prazo;Próprio;980;980;17;166.6;0;0;0;0;0;0;980;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;(OC01977661)|Titulos: Nro 87657/1 Venc. 21-02-2025 Valor 980.00|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA R;0;;0;'50250127479311000131550010000218421000089210;0;13.42;61.82; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:45:47;Troca global;00 - Documento regular
562;9267868;UNIDAS LOCACOES E SERVICOS S/A;MS;22/01/2025;21843;21843;5.101-000;55;NFe;1;Prazo;Próprio;220;220;17;37.4;0;0;0;0;0;0;220;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;(OC01977660)|Titulos: Nro 87658/1 Venc. 21-02-2025 Valor 850.00|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA R;0;;0;'50250127479311000131550010000218431000089225;0;3.01;13.88; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:45:47;Troca global;00 - Documento regular
563;9267868;UNIDAS LOCACOES E SERVICOS S/A;MS;22/01/2025;21843;21843;5.102-000;55;NFe;1;Prazo;Próprio;630;630;17;107.1;0;0;0;0;0;0;630;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;(OC01977660)|Titulos: Nro 87658/1 Venc. 21-02-2025 Valor 850.00|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA R;0;;0;'50250127479311000131550010000218431000089225;0;8.63;39.74; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:45:47;Troca global;00 - Documento regular
564;9267868;UNIDAS LOCACOES E SERVICOS S/A;MS;22/01/2025;21844;21844;5.101-000;55;NFe;1;Prazo;Próprio;550;550;17;93.5;0;0;0;0;0;0;550;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;(OC01977662)|Titulos: Nro 87659/1 Venc. 21-02-2025 Valor 550.00|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA R;0;;0;'50250127479311000131550010000218441000089230;0;7.53;34.69; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:45:47;Troca global;00 - Documento regular
565;9293816;Oxigenio Modelo Industria e Comercio de Gases Ltda;MS;22/01/2025;21845;21845;5.904-000;55;NFe;1;Outras;Próprio;6170;6170;17;1048.9;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;0;0;;;;MANIFESTO 2694 - Veiculo: RWI1A38|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGULAMENTACAO.|EMITIDA NOS TER;0;;0;'50250127479311000131550010000218451000089246;0;0;0; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;INDIAMARA;02/09/2025;16:28:49;Troca global;00 - Documento regular
566;9293816;Oxigenio Modelo Industria e Comercio de Gases Ltda;MS;22/01/2025;21846;21846;5.904-000;55;NFe;1;Outras;Próprio;2991;2991;17;508.47;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;0;0;;;;MANIFESTO 2695 - Veiculo: HTN5596|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGULAMENTACAO.|EMITIDA NOS TER;0;;0;'50250127479311000131550010000218461000089251;0;0;0; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;INDIAMARA;02/09/2025;16:28:49;Troca global;00 - Documento regular
567;9324308;OXIGENIO NORTAO LTDA;MT;22/01/2025;21848;21848;6.101-000;55;NFe;1;Prazo;Próprio;7500;7500;12;900;0;0;0;0;0;0;7500;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;PEDIDO 16525|Titulos: Nro 87662/1 Venc. 19-02-2025 Valor 7500.00|Local de Entrega: AV IDEMAR RIEDI. 6506 - QUADRA01 FUNDOSFUNDOS LOTE 03 - INDUSTRIAL E COMERCIAL E|Valor Aproximado dos Tributos R$2.358.75 (31.45%) Fonte: IBPT||;0;;0;'50250127479311000131550010000218481000089272;0;108.9;501.6; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:45:47;Troca global;00 - Documento regular
568;8742;TMAC INDUSTRIA E COMERCIO DE ESQUADRIAS EIRELI;MS;22/01/2025;21849;21849;5.101-000;55;NFe;1;Prazo;Próprio;100;100;17;17;0;0;0;0;0;0;100;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;|Titulos: Nro 87663/1 Venc. 19-02-2025 Valor 300.00|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGULAMENTACA;0;;0;'50250127479311000131550010000218491000089288;0;1.37;6.31; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:45:48;Troca global;00 - Documento regular
569;8742;TMAC INDUSTRIA E COMERCIO DE ESQUADRIAS EIRELI;MS;22/01/2025;21849;21849;5.102-000;55;NFe;1;Prazo;Próprio;200;200;17;34;0;0;0;0;0;0;200;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;|Titulos: Nro 87663/1 Venc. 19-02-2025 Valor 300.00|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGULAMENTACA;0;;0;'50250127479311000131550010000218491000089288;0;2.74;12.62; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:45:48;Troca global;00 - Documento regular
570;9338971;MUNICIPIO DE PRIMAVERA DO LESTE;MT;22/01/2025;21851;21851;6.101-000;55;NFe;1;Prazo;Próprio;3746.4;3746.4;12;449.57;0;0;0;0;0;0;3746.4;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;(PREGAO 72/2023. EMPENHO 11301/24) * IRRF 1.20% = 44.95 *|Titulos: Nro 87664/1 Venc. 21-02-2025 Valor 3746.40|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES;0;;0;'50250127479311000131550010000218511000089308;0;54.4;250.57; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:45:48;Troca global;00 - Documento regular
571;9338971;MUNICIPIO DE PRIMAVERA DO LESTE;MT;22/01/2025;21852;21852;6.101-000;55;NFe;1;Prazo;Próprio;3791;3791;12;454.92;0;0;0;0;0;0;3791;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;(PREGAO 72/2023. EMPENHO 11301/24) * IRRF 1.20% = 45.49 *|Titulos: Nro 87665/1 Venc. 21-02-2025 Valor 3791.00|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES;0;;0;'50250127479311000131550010000218521000089313;0;55.05;253.55; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:45:48;Troca global;00 - Documento regular
572;9293816;Oxigenio Modelo Industria e Comercio de Gases Ltda;MS;22/01/2025;21853;21853;5.904-000;55;NFe;1;Outras;Próprio;924;924;17;157.08;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;0;0;;;;MANIFESTO 2696 - Veiculo: OOG8592|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGULAMENTACAO.|EMITIDA NOS TER;0;;0;'50250127479311000131550010000218531000089329;0;0;0; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;INDIAMARA;02/09/2025;16:28:50;Troca global;00 - Documento regular
573;9293816;Oxigenio Modelo Industria e Comercio de Gases Ltda;MS;22/01/2025;21854;21854;5.904-000;55;NFe;1;Outras;Próprio;8707;8707;17;1480.19;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;0;0;;;;MANIFESTO 2697 - Veiculo: RWI1A38|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGULAMENTACAO.|EMITIDA NOS TER;0;;0;'50250127479311000131550010000218541000089334;0;0;0; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;INDIAMARA;02/09/2025;16:28:50;Troca global;00 - Documento regular
574;27603;MAQSOLDAS - COMERCIO E REPRESENTACOES LTDA;MS;22/01/2025;21855;21855;5.101-000;55;NFe;1;Prazo;Próprio;175;175;17;29.75;0;0;0;0;0;0;175;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;PEDIDO 16533|Titulos: Nro 87671/1 Venc. 19-02-2025 Valor 175.00|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA R;0;;0;'50250127479311000131550010000218551000089340;0;2.39;11.03; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:45:48;Troca global;00 - Documento regular
575;11223;FUNDO MUNICIPAL DE SAUDE DE ITAPORA;MS;22/01/2025;21856;21856;5.101-000;55;NFe;1;Prazo;Próprio;10350;10350;17;1759.5;0;0;0;0;0;0;10350;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;(AUTORIZACAO DE FORNCIMENTO 03072/24) * IRRF 1.20% = 124.20 *|Titulos: Nro 87672/1 Venc. 21-02-2025 Valor 10350.00|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERA;0;;0;'50250127479311000131550010000218561000089355;0;141.75;652.88; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:45:49;Troca global;00 - Documento regular
576;9325268;AUTO PECAS E DISTRIBUIDORA MODELO LTDA;MS;22/01/2025;21857;21857;5.101-000;55;NFe;1;Prazo;Próprio;350;350;17;59.5;0;0;0;0;0;0;350;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;|Titulos: Nro 87674/1 Venc. 19-02-2025 Valor 350.00|Local de Entrega: RUA AQUIDAUANA. 555 - - JARDIM CARAMURU - DOURADOS - MS|Valor Aproximado dos Tributos R$110.08 (31.45%) Fonte: IBPT||;0;;0;'50250127479311000131550010000218571000089360;0;4.79;22.08; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:45:49;Troca global;00 - Documento regular
577;9351156;Coamo Agroindustrial Cooperativa;MS;22/01/2025;21858;21858;5.102-000;55;NFe;1;Prazo;Próprio;5052;5052;17;858.85;0;0;0;0;0;0;5052;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;PEDIDO 16536|Titulos: Nro 87675/1 Venc. 19-02-2025 Valor 5052.00|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA;0;;0;'50250127479311000131550010000218581000089376;0;69.18;318.67; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:45:49;Troca global;00 - Documento regular
